ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_1KkfJAqysWZg2U3,,t1,39,39,,,,41,,,,,,,,,,,,,,,,,,
R_2Vs7SqqHkwt7vv0,,t1,22,23,,,,,,Strategically leave some workers idle,"Chef shouldn't plate,Server shouldn't chop,Strategically leave some workers idle",Don't be afraid to let your workers be idle for a couple ticks in favor of performing the jobs they are best at. ,Moderately difficult,,46,,2 year degree,,,,,2,,,,N0
R_1OIGfmY4mLh0rDJ,,t1,29,29,,,,,,Chef shouldn't plate,"Chef shouldn't plate,Server shouldn't cook",Experiment with the options and find what works best for you,Slightly difficult,,,,,,,,,2,,,,N0
R_Z8N96TEibzXFmyB,,t1,39,23,,,,,,,,,,,,,,,,,,,,,,
R_3IYtKRJS9Ur4WGW,,t1,22,23,,,,,,,,,,,,,,,,,,,,,,
R_2zHY8BwtHaF9ZLt,,t1,37,29,,,,39,,,,,,,,,,,,,,,,,,
R_3qDmMnjX6nWgg8q,,t1,43,38,,,,,,,,,,,,,,,,,,,,,,
R_2YG5TwxYv8g7l3S,,t1,51,,,,,,,Chef shouldn't plate,"Chef shouldn't plate,Server shouldn't cook,Keep everyone busy at all time",good mind game,Moderately easy,,27,,4 year degree,,,,,1,,,,
R_smNa9pChQKzHuyR,,t1,28,37,,,,46,,,,,,,,,,,,,,,,,,
R_3L0eFe04liYrJ6e,,t1,21,21,,,,40,,,,,,,,,,,,,,,,,,
R_1kMRXqOm2TZCT7D,,t1,40,35,,,,,,Server shouldn't cook,"Chef shouldn't plate,Only Chef should cook,Chef should chop as long as there is no cooking task,Strategically leave some workers idle",Let the chef cook and handle anything intensive tick wise best. Don't let server cook. ,Moderately easy,,24,,Some college,,,,,3,,"A0, D0",E0,N0
R_3EuN7YsP1LLYQAi,,t1,,,,,,,,Sous-Chef shouldn't plate,"Sous-Chef shouldn't plate,Server shouldn't chop","Play more games. It may seem obvious, but the more video games you play, the more skilled you'll become.",Neither easy nor difficult,,26,,4 year degree,,,,,2,,,,N0
R_1OTgTd7lB0VIpck,,t1,27,28,,,,,,,,,,,,,,,,,,,,,,
R_2TyFINmYq604WBc,,t1,26,30,,,,39,,,,,,,,,,,,,,,,,,
R_2ygtRSgq9C70cKc,,t1,29,34,,,,,,,,,,,,,,,,,,,,,,
R_2dQ1KoxwC8zKKsZ,,t1,51,,,,,,,Server shouldn't cook,"Chef shouldn't plate,Server shouldn't chop,Only Server should plate",none,Moderately easy,,27,,4 year degree,,,,,1,,,,
R_3m8YUt51nvAaB4p,,t1,26,29,,,,38,,,,,,,,,,,,,,,,,,
R_2VeUbxzLyFQY7HT,,t1,,,,,,44,,,,,,,,,,,,,,,,,,
R_2R3asFR4FbpXMzY,,t1,,,,,,37,,Keep everyone busy at all time,Keep everyone busy at all time,None,Neither easy nor difficult,,25,,4 year degree,,,,,1,,,,
R_3ewZS9KR6SaExpC,,t1,,,,,,,,Sous-Chef shouldn't cook,Server shouldn't chop,very good,Moderately difficult,,24,,Professional degree,,,,,1,,,,
R_1EXLt6duH9muFtX,,t1,,,,,,51,,Keep everyone busy at all time,"Only Chef should cook,Only Server should plate",Split the work for all,Slightly difficult,,25,,4 year degree,,,,,2,,,,N0
