ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_1eXcWDSVMO4XL8p,A1I5HL4B49DWIO,control,38,41,38,38,20,20,32.5,Server should plate three times / Sous-Chef should plate once,"Server should chop three times / Sous-Chef should chop once,Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",Server should not cook,Slightly difficult,Once in a while,23,Female,4 year degree,Keeping most workers busy with tasks when possible but avoiding putting low-skill tasks if there is an upcoming high-skill task for a worker,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I gave the workers their best skilled tasks as often as possible but sometimes needed to give other tasks to keep them busy so as not to waste time,I had to give the server some tasks I normally wouldn't have in the first two rounds,3,K0,D0,E0,N1
R_1eranYjddcjp4vq,A36ZNMHMS66FW,control,41,41,40,38,27,29,36,Keep everyone busy at all time / Do not leave anyone idle,Server should chop only in the first tick,Server is good inplating,Slightly difficult,Never,64,Male,Professional degree,BAsed on the skill and ticks. Assigning the work to all workers.,Keep all workers busy,Based on their skill,By observing how ticks getting reduced.,3,M1,A2,E0,N0
R_1ifgRCzUnwMW1gc,A1XRDQJPVGNFAO,control,39,39,38,38,26,22,33.66666667,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,Have the server plate,Neither easy nor difficult,Never,23,Female,4 year degree,separate skills to do certain tasks,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",based on skill,I shifted the work,3,P4,A2,E0,N0
R_1jALqhknlEKNIx2,A3383XO4HTVH28,control,35,35,38,35,20,26,31.5,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",It's ok to have the server cook once.,Moderately easy,2-3 times a week,28,Male,4 year degree,"Keep my employees busy at all times and try to optimize the longest tasks to the best workers, while not worrying so much about the shorter tasks.","Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Cooking always went to chef/sous chef, and plating always to server unless sous chef was idle.",I was more willing to assign tasks to employees who they weren't as suited for.,3,K1,D0,E0,N0
R_1jIoNyYKciQkR2w,A33MAA5V9UWH6T,control,38,38,38,38,24,22,33,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",Only server should plate,Slightly easy,Never,23,Male,4 year degree,assign the cook and server's strength to them,Learn who is faster at what first and then assign task to worker who does it the fastest.,cooking to the cook and plating to the server,My number stayed the same... I was trying to change my strategy but did not want to get more number ticks,3,P4,A2,E0,N0
R_1jlIbP2WR6xeXmt,A3OYUJ6E6BJS4H,control,36,38,38,38,23,24,32.83333333,Keep everyone busy at all time / Do not leave anyone idle,Server should chop three times / Sous-Chef should chop once,Keep all workers busy.,Slightly difficult,Never,52,Male,2 year degree,I tried to assign tasks that would result in everyone finishing near the same time.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I wanted to assign tasks to workers who could complete the task in the fewest ticks.,I tried to keep all workers busy.,2,,,,N0
R_1jxeXKoTKmuvxcz,A10FTGEV1WR18H,control,38,38,38,35,23,23,32.5,Server should cook once / Sous-Chef should cook three times,"Server should chop once / Sous-Chef should chop three times,Server should cook once / Sous-Chef should cook three times",Server should only cook 1 if necessary but make him do it because otherwise you will be idle for too long,Neither easy nor difficult,2-3 times a week,26,Female,Professional degree,Figuring out how to maximize tick usage without wasting time on tasks one worker was slow with,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to but that was definitely mentally complicated!,The biggest thing was figuring out if I should leave a worker idle cause he was slower and just wait for a task for him or give him a slower job and then waste ticks.,3,K1,D0,E1,N0
R_1kMqYd7KUqyvmFS,A1YII2PYADZKBU,control,40,35,39,39,28,28,34.83333333,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,yes somemore times,Slightly easy,Once a month,38,Male,4 year degree,good improve,Assign as many tasks as possible to one worker,its a well easy tasks and makes me load more time,slightly changed,1,,,,
R_1kS0KWOJxfXHfL2,A1XJ9CDW1F3WCM,control,38,38,38,41,23,21,33.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,don't let your server cook unless the sous-chef has a backlog of tasks to cover the number of server cooking ticks.,Slightly difficult,Once in a while,45,Female,4 year degree,try to remember who could perform each task with the fewest ticks,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",tried to give larger-tick items to the chef who was better at the task,try to keep workers busy given the number of ticks needed for each task and how many ticks each worker used.,3,K0,D0,E0,N1
R_1kYppauuWao32vX,AA74XMNWDPBW8,control,38,37,38,36,20,26,32.5,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,keep server idle sometimes,Slightly difficult,Never,31,Female,4 year degree,try different things each time,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",based on how long it took them to complete certain tasks,kept server idle sometimes.,3,M1,O1,E0,N0
R_1kZJeCfeXJjSJew,A3JRDYXNL53YQA,control,35,38,35,38,24,20,31.66666667,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Server should not cook,Slightly difficult,Never,30,Male,Professional degree,Find what task was the best for who and assign them those tasks,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Chefs the cooking and servers the plating,Had the Server do more cooking and chopping,3,K0,D0,E0,N1
R_1mWcWNsVEOoSdGu,A1MGERLX60UWDI,control,45,46,41,38,32,37,39.83333333,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,PLATING GIVE TO SAUS CHEF,Slightly difficult,Once a week,66,Male,4 year degree,GIVE TASK TO ALL,Learn who is faster at what first and then assign task to worker who does it the fastest.,GIVE CUTTING JOB TO CHEF,I GIVE WORK TO ONE HOW DONE FASTLY,3,P4,D2,E0,N0
R_1mf0arbC2WgpQmQ,A1EX9PH5R5V4IX,control,38,38,41,37,33,28,35.83333333,Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should chop two times each,Server should only plate.,Moderately difficult,Never,26,Male,Some college,Using the tip.,Keep all workers busy,By who did it the quickest.,I didn't really change it.,3,P4,A2,E0,N0
R_1ml5jToxLfueJDR,A3C5A515KHWU1P,control,37,43,36,36,23,20,32.5,Server should do all plating / Sous-Chef shouldn't plate,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate",Only let the Server plate,Slightly easy,2-3 times a week,36,Male,Professional degree,I tried different variations to end with the most money,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to use the workers who did the best at tasks (had at the shortest amount of ticks to complete each task) to be the most efficient,I had to let the Server cook some,3,P4,A2,E0,N0
R_1nMV7xu1DGIhm8T,A1Y62O63V3RI8P,control,38,36,35,38,24,20,31.83333333,Server should cook once / Sous-Chef should cook three times,"Server should chop three times / Sous-Chef should chop once,Server should cook once / Sous-Chef should cook three times",Make sure the server cooks 1 burger,Moderately easy,Once a month,31,Male,4 year degree,Keep everyone working efficiently.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Have workers on their best tasks unless it would be cause a backup on another task. Try to have as little downtime as possible.,Server had to cook to be most efficient,3,K1,D0,E0,N0
R_1nTINZnxAUeBT3r,A1LG5QGG3FLUI1,control,38,35,38,41,25,20,32.83333333,Server should plate three times / Sous-Chef should plate once,"Server should plate three times / Sous-Chef should plate once,Server should do all plating / Sous-Chef shouldn't plate",Let the Sous-Chef cook,Slightly difficult,Never,24,Male,4 year degree,Experimenting each round.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I wanted the sous-chef to do more of the cooking and chopping while letting the server do the plating.,I tried to make it that the sous chef did most of the work.,3,K4,A0,E0,N0
R_1pDuVrEJ4gF9R62,A2GXLM74C7BDI8,control,38,38,38,38,25,29,34.33333333,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",Try to make sure that the Sous-chef is always available when the cooking task is ready to be assigned.,Neither easy nor difficult,Once a week,26,Female,Some college,I tried to balance out making sure everyone was doing work at any given time with trying to assign particular tasks to the kitchen staff who was most skilled in that task.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to make sure that the chef was mostly only doing cooking, unless there was an emergency. I assigned prep to the sous-chef first, and waiter second, and tried to prioritize giving plating to the waiter. When this system broke down I mostly improvised and went by intuition.",I had to make sure to be more careful about timing the ticks so that I was never forced into a position where only the server was available to cook.,3,M1,A0,E0,N0
R_1pS6SEajZ1ajzOJ,A1YSSMCH6UQC2X,control,35,41,38,39,21,20,32.33333333,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate",Get cooking quickly.,Slightly difficult,Once in a while,21,Female,Some college,"Get the best person for each task, occasionally sacrificing speed for them not doing nothing.","Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Make the person who is best do the thing they're best at, unless they can finish something else in the time it takes for their best task to be available again.","Not having a chef meant that things were just going to take longer. It also made the sous the de-facto best for most things except plating, so keeping them busy at all times was worth it.",2,,,,N0
R_1r93FkMqr78sUqZ,A3FEMERHJH88DE,control,38,35,39,41,22,20,32.5,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle",Don't let server cook unless absolutely necessary.,Slightly difficult,Once a week,33,Female,Some college,-To have all workers working on something,Keep all workers busy,"Chef was best at cooking, so he mostly did that. I had server do simple tasks like plating and chopping. Sous chef got whatever needed to be done.","I had to give sous chef the harder tasks like cooking, but had server do some cooking if needed",3,K0,D0,E0,N0
R_1rDmSlvqdL17ICf,A7WO309XUSA49,control,42,42,39,38,22,22,34.16666667,Keep everyone busy at all time / Do not leave anyone idle,"Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should chop two times each,Server should cook three times / Sous-Chef should cook once",assign equally,Slightly difficult,Once a week,37,Male,4 year degree,Making ticks less,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Based on ticks,Some what,2,,,,N0
R_1rOBDipfSFPXXJ8,AP284C26MDI4C,control,38,39,39,39,21,26,33.66666667,Server should chop only in the first tick,"Server should chop once / Sous-Chef should chop three times,Server shouldn't cook / Sous-Chef should do all cooking",give the sous-chef all the cooking,Slightly easy,Never,27,Female,Some college,try new combos,Keep all workers busy,most to faster people,had to give one worker more work,3,K4,A0,E0,N0
R_1zZ1Zbsfk7q6Z1L,AGGYO8G2C8ATF,control,38,43,38,38,22,21,33.33333333,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,condense work,Moderately difficult,Never,23,Male,Some college,give to quickest performer,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",task given to specialist,gave more jobs to server,1,,,,
R_20S7nrMJcnieQQg,A1SQC3067DP5TB,control,38,38,44,37,25,23,34.16666667,Server should do all plating / Sous-Chef shouldn't plate,"Server should chop once / Sous-Chef should chop three times,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick,Sous-Chef should chop twice before starting to cook",Servers should not cook,Extremely difficult,Daily,48,Female,4 year degree,By maximizing the ticks based on the chef's strength,"Keep all workers busy,Assign the same task to the same worker,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to assign the fastest worker the task with the most ticks to complete,I tried to even out the tasks assigned until there were multiple tasks felt like I had to have the server help to cook even though they were the slowest,3,K0,D0,E0,N1
R_21B2TTundn8DobX,A2B88E2EUPT5GZ,control,39,38,35,37,25,21,32.5,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,Don't let the server cook,Neither easy nor difficult,Once in a while,31,Female,4 year degree,"Determine which staff member performed the tasks the fastest, and try to assign those tasks to them","Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Assign to those who perform them most quickly,Only server plated,3,K0,D0,E0,N1
R_21h1KqCOrEegEqe,A2J8IMRYEO6ZIM,control,48,36,36,42,36,27,37.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",let the server chop and plate that's it.,Slightly easy,Once in a while,46,Female,High school graduate,after I noticed how quick/slow each person was I tried to give the more clicks to the fastest person.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",the cooking burgers went to chef because they used less ticks.,gave the less ticks to the server,3,M1,"A2, D1",E0,N0
R_21ociCfXi9dhDmH,A2C7FP8WG0WOBT,control,38,38,38,37,24,20,32.5,Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,allow server to always plate,Slightly difficult,Once in a while,30,Male,Some college,Try to assign tasks to the workers that could do them fastest,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Yes,have server do things I wouldn't normally have the server do like cook.,3,P4,A2,E0,N0
R_22Gt0Tv5m7qkLTS,A1UEV2X8EKVDM6,control,38,42,38,35,21,21,32.5,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate",Leave the cooking to sous-chef,Slightly difficult,Never,24,Female,4 year degree,Finding what works for each person,Learn who is faster at what first and then assign task to worker who does it the fastest.,"Cooking = cook/sous chef, plating = server, cutting = all",I focused more attention on the server and his strengths,3,K4,A0,E0,N0
R_22zf9m2HShmluVb,A20YGFCRNDTD6,control,37,47,38,47,24,22,35.83333333,Server should do all plating / Sous-Chef shouldn't plate,Server shouldn't cook / Sous-Chef should do all cooking,let server help chop.,Moderately easy,Never,36,Female,Some college,Tried to give certain tasks to person who did for less ticks,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",chef and sous chef did chopping and cooking. Server did best plating,put more cooking and chopping for sous chef,3,M1,D1,E0,N0
R_239JaAprEEJYMBt,A1I838YA5409C1,control,38,38,38,38,27,20,33.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Align both to be working together,Slightly difficult,Once in a while,28,Female,Professional degree,Try to understand who could do what the quickest and keep them available as much as possible to do it.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to keep those who were the quickest at certain tasks available to do them, but used them sometimes on their slower tasks to avoid downtime.",Tried to spread the work between two for less downtime,2,,,,N0
R_240H57vHsEgbNeJ,A12B58VPZ0URP4,control,37,35,35,39,25,20,31.83333333,Server should plate three times / Sous-Chef should plate once,Server should cook once / Sous-Chef should cook three times,sous chef should cook,Slightly difficult,2-3 times a week,28,Female,Professional degree,optimize based off of skills,Learn who is faster at what first and then assign task to worker who does it the fastest.,"chef and sous chef did cooking, server did plating",I left some workers idle,3,K4,A0,E0,N0
R_24Gk7qzzM7KUowW,ACYSO30MILS6D,control,42,36,38,38,25,23,33.66666667,Server should plate once / Sous-Chef should plate three times,Server should cook once / Sous-Chef should cook three times,dont let server cook,Moderately difficult,Never,21,Male,Some college,least amount of ticks per operation,Learn who is faster at what first and then assign task to worker who does it the fastest.,used their strong suits,utilized strengths more,3,K0,D0,E0,N1
R_25EmCnri1wbFt1z,A1HYLES3F4NN9Q,control,38,41,44,50,24,24,36.83333333,Server should plate once / Sous-Chef should plate three times,"Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate",Learn who works the fastest no need to apply only plating to servers at this point,Slightly difficult,Never,18,Female,Some college,Just to assign the right jobs to the right people,Keep all workers busy,I used the server to cook,Learn who worked the fastest,2,,,,N0
R_25MmQnTQj2pXtG0,A1DHBXXSSZO6TI,control,38,41,39,45,22,21,34.33333333,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,Both workers should chop,Slightly difficult,Once in a while,21,Female,4 year degree,Play to each worker's strength,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Chef was better at everything cooking-wise, sous-chef was a good backup and the server was only good for plating and sometimes chopping meat",tried to play to each worker's strength and strategically keep one worker idle when I could not play to their strength,3,M1,O1,E0,N0
R_25ZWhLra7nuBklc,A12YRP4B70IFU3,control,43,41,42,41,29,29,37.5,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,keep them busy,Neither easy nor difficult,Never,55,Female,High school graduate,assign who does what to chefs first,Intentionally leave some workers idle,chefs should not plate food,only ask the server to plate,2,,,,N0
R_26eU7VCaWVED46M,A17LZ3WK12T7CJ,control,38,38,38,38,24,20,32.66666667,Server should do all plating / Sous-Chef shouldn't plate,"Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should cook two times each,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick",Not sure because I never figured out the ideal configuration....38 every time :(,Moderately difficult,Once a month,44,Female,High school graduate,Using the strengths of the different workers to finish in less moves,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Tried to use everyone every move most efficiently with the least amount of moves,Tried to use the sous chef to cook as much as possible,1,,,,
R_26hCqbDZuWWEy6n,ATDUH6TVM9JE0,control,38,38,38,35,27,22,33,Server and Sous-Chef should chop two times each,"Server and Sous-Chef should chop two times each,Server should cook once / Sous-Chef should cook three times",Strategically leave server idle sometimes,Slightly difficult,Once in a while,29,Male,4 year degree,Try to stick to giving people jobs that would only take them average time or better.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Prioritized by strengths first and then if there was enough down time in between assign someone to jobs that weren't strengths but also not weaknesses.,Tried to time the different tasks as opposed to finding who was the best at each and having them stick to those tasks.,3,M1,O1,E0,N0
R_26hePPgMTq88hXL,A3BDDQ6SVWP1Q7,control,41,38,38,39,32,34,37,Server shouldn't cook / Sous-Chef should do all cooking,"Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Do not let the sous-chef plate. Leave this option to the server.,Moderately difficult,Once in a while,35,Female,2 year degree,My strategy was to try and give the chef the cooking responsibility while giving the server mundane chores.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I gave the plating and cutting to the servers while I gave the cooking and prep to the chefs.,I tried to keep the tips in mind when assigning work tasks to the individuals.,3,"P0, P4","A2, D2",E0,N1
R_27CNq7250FOnQBF,A2WNWCP4QCPGC,control,38,39,38,36,25,21,32.83333333,Server should cook three times / Sous-Chef should cook once,Server should cook once / Sous-Chef should cook three times,Chef should never plate,Slightly difficult,Once a week,26,Female,2 year degree,I tried to make sure someone always had a job even if they were slower,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Sous chef got jobs that took the longest. Tried to give everyone jobs they were most efficient at,I had the server cook once,3,,,,
R_27EBKZ3CqKDmalX,A3TNQJKAO6DIYE,control,38,36,38,38,23,23,32.66666667,Server should cook once / Sous-Chef should cook three times,"Server should chop once / Sous-Chef should chop three times,Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",Server shouldn't cook,Slightly difficult,Never,22,Female,4 year degree,I tried to assign tasks to people who would take less ticks to do them and to minimize the amount of time a person spent with no task,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",i prioritized tasks to workers who were more efficient at them,I had to be more careful about which jobs were assigned to each worker,3,K0,D0,E0,N1
R_27PPefScfOsJaMM,ATFL8NZGPA28G,control,38,41,36,38,24,24,33.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",Server shouldn't cook.,Moderately difficult,Once a month,29,Male,4 year degree,To assign appropriate tasks to each worker while making sure each task was being worked on whenever possible.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Prioritized assigning cooking to chef and sous chef. Prioritized assigning plating to server.,Updated to rely more on sous chef for cooking.,3,K0,D0,E0,N1
R_27f1w9AgUrIyor9,A1NGX7U68IIR91,control,38,39,38,36,24,20,32.5,Keep everyone busy at all time / Do not leave anyone idle,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Keep everyone busy at all time / Do not leave anyone idle",Make sure to have your server plating and try to avoid having them cook more than one time,Neither easy nor difficult,Once in a while,30,Male,High school graduate,Keep everyone working and try to time out to give chores to those who did best at them,Learn who is faster at what first and then assign task to worker who does it the fastest.,Used server for additional tasks as an extra when not plating,Tried to make the 2 weaker cooks cook together to start and then the server chopped and plated while the sous chef cooked,3,"P4, K1","A2, D0",E0,"N0, N1"
R_27jsBgakYmQPTrm,A28RAZB2S5TF4N,control,41,40,39,48,35,36,39.83333333,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,very improvemnent,Slightly difficult,Once a week,36,Female,4 year degree,very improve,Assign as many tasks as possible to one worker,interesting,3,1,,,,
R_27kFdbEmwF38nxW,A27AQ2CYRW53BK,control,40,41,36,39,23,20,33.16666667,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Keep the server plating or chopping.,Slightly easy,Never,34,Male,Some college,Optimize assigning tasts,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Chef: cook
 Sous-chef: chop
 Server: plate",I tried to keep the server plating or chopping.,3,M1,"A2, D1",E0,N0
R_2AMSe9rY171xVDq,AVIX1WXJN5816,control,38,38,38,38,21,20,32.16666667,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",Don't let server cook,Slightly difficult,Once in a while,28,Female,4 year degree,Make the best use of the specialties,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Timing for different tasks,Intentionally left idle,3,K0,D0,E0,N1
R_2BaqicOUiRQ4zch,A3CXNE0HSF1RV4,control,38,35,39,38,24,20,32.33333333,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Sous-chef always cooks,Moderately difficult,Once a month,45,Male,4 year degree,Try to plan how many turns ahead I would need to complete,Intentionally leave some workers idle,"I learned there efficiency, then tried to used that when appropriate.",I thought is more important to prioritize the highest tick task.,3,K4,A0,E0,N0
R_2BtXDEoyU50vIoW,A1R5ZOSO1S1GU2,control,40,41,37,36,24,21,33.16666667,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should chop two times each,Keep everyone busy at all time / Do not leave anyone idle",Keep all workers busy.,Slightly easy,Once in a while,24,Male,4 year degree,"Give every worker a task to learn how fast they do it, then prioritize the ones that a worker can do well while giving other works a task they can perform moderately well at so as to not waste time.","Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Who can do the task the fastest -> who can do the task the 2nd fastest.,Giving workers any task they can do so as to not waste time.,2,,,,N0
R_2EB75Kq7q4gyBXv,AT4NUN7Y9PZQ3,control,38,38,35,35,20,20,31,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",Never let the Server cook,Slightly easy,Never,24,Male,4 year degree,Try to keep all workers working unless doing so would prevent them from later working on a task that they would be better suited for once it came up.,"Keep all workers busy,Intentionally leave some workers idle",I tried my best to delegate tasks to the workers who did them the fastest.,I tried to leave the server idle more instead of having them cook,3,K0,D0,E0,N1
R_2EuEE9cy4JLpwnc,AP99WWRWXO6UI,control,39,37,38,38,22,22,32.66666667,Server should plate three times / Sous-Chef should plate once,Server should cook once / Sous-Chef should cook three times,Let the server cook as little as possible,Moderately difficult,Daily,25,Female,High school graduate,Making sure that everyone was doing something even if they weren't the best at it.,"Keep all workers busy,Assign the same task to the same worker",I made sure that the server almost always plated but once the chef left I couldn't avoid the server not doing something else while waiting for the plating,I had to use the server for things they really weren't set up for.,3,K0,D0,E0,N1
R_2PAv01GcKM5dlNt,A3PBF1TGMTWG9L,control,41,36,41,38,26,21,33.83333333,Server should do all plating / Sous-Chef shouldn't plate,"Server and Sous-Chef should chop two times each,Server shouldn't cook / Sous-Chef should do all cooking,Server should cook three times / Sous-Chef should cook once",Make sure chopping is given to sous chef only.,Slightly difficult,2-3 times a week,35,Female,High school graduate,Get the least clicks possible for each position.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Figured out who could do it faster.,"I made sure to only give the server plating, and at times chopping, those were minimal. I didn't want to ever give cooking to the server.",3,C4,A1,E0,N0
R_2Pcz5rhsRtUtK69,A2QRYUEEA5U6K7,control,38,38,38,38,24,20,32.66666667,Server should chop three times / Sous-Chef should chop once,Server should chop three times / Sous-Chef should chop once,Keep Sous-Chef cooking,Moderately difficult,Never,32,Female,4 year degree,I was trying to anticipate the timing of the tasks to be efficient,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to keep the chef cooking, sous chef chopping, and server plating in decreasing order of priority",I let the server cook as needed,3,K4,A0,E0,N0
R_2PpB9CywXsWhO0Y,ARUFD8DHPEWYP,control,39,38,41,38,29,22,34.5,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,server shouldn't cook,Slightly difficult,Once in a while,39,Female,2 year degree,try to put items with faster worker,Learn who is faster at what first and then assign task to worker who does it the fastest.,how many tiks for each task,dont let server cook,3,K0,D0,E0,N1
R_2PsOcX55zVic7zo,A3I08AKU78MMMI,control,38,41,36,38,24,21,33,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,Don't let servers cook.,Moderately difficult,Once a month,37,Male,4 year degree,I tried to keep everyone occupied.,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I prioritized workers based on task efficiency.,I let the server cook.,3,K0,D0,E0,N1
